material_id,symmetry,symmetry_number
mp-983359,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-977463,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-864857,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-752426,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2/c' number=13 point_group='2/m' symprec=0.1 version='1.16.2',13
mp-27145,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-4019,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-864597,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-815,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-2121,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-570491,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-754326,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-1029479,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-1027890,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P3m1' number=156 point_group='3m' symprec=0.1 version='1.16.2',156
mp-8409,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-19080,crystal_system=<CrystalSystem.tri: 'Triclinic'> symbol='P-1' number=2 point_group='-1' symprec=0.1 version='1.16.2',2
mp-7073,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-2172,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-4262,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-1278,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='1.16.2',140
mp-31185,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-2160,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-795,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/a' number=88 point_group='4/m' symprec=0.1 version='1.16.2',88
mp-11471,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-10063,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',122
mp-14790,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-18875,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2/c' number=13 point_group='2/m' symprec=0.1 version='1.16.2',13
mp-866134,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-557,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_12_12' number=92 point_group='422' symprec=0.1 version='1.16.2',92
mp-11684,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/c' number=15 point_group='2/m' symprec=0.1 version='1.16.2',15
mp-91,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Im-3m' number=229 point_group='m-3m' symprec=0.1 version='1.16.2',229
mp-23426,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbam' number=55 point_group='mmm' symprec=0.1 version='1.16.2',55
mp-979435,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-12565,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/m' number=87 point_group='4/m' symprec=0.1 version='1.16.2',87
mp-1314,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-752953,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-866033,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-19149,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-21188,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-11430,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-2677,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-17177,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbcn' number=60 point_group='mmm' symprec=0.1 version='1.16.2',60
mp-203,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-569989,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-21893,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pa-3' number=205 point_group='m-3' symprec=0.1 version='1.16.2',205
mp-8150,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-5479,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-864647,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2/mnm' number=136 point_group='4/mmm' symprec=0.1 version='1.16.2',136
mp-8703,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='I-43m' number=217 point_group='-43m' symprec=0.1 version='1.16.2',217
mp-14796,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-754375,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-23157,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-556417,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-673171,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Im-3m' number=229 point_group='m-3m' symprec=0.1 version='1.16.2',229
mp-3726,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-753192,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-17577,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='1.16.2',193
mp-20284,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pa-3' number=205 point_group='m-3' symprec=0.1 version='1.16.2',205
mp-11413,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-760247,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-25082,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-758560,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmn2_1' number=31 point_group='mm2' symprec=0.1 version='1.16.2',31
mp-81,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-4836,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-11516,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-980945,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-672299,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',189
mp-25349,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-862337,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-16238,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-7700,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-82,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-561894,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='2/m' symprec=0.1 version='1.16.2',139
mp-34903,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42d' number=122 point_group='-42m' symprec=0.1 version='1.16.2',122
mp-569073,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2/m' number=10 point_group='2/m' symprec=0.1 version='1.16.2',10
mp-9588,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-11519,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-788,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-1009490,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-1714,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmce' number=64 point_group='mmm' symprec=0.1 version='1.16.2',64
mp-11521,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-30091,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-8982,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-2287,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-985587,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P321' number=150 point_group='32' symprec=0.1 version='1.16.2',150
mp-616575,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2/ncm' number=138 point_group='4/mmm' symprec=0.1 version='1.16.2',138
mp-754672,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-1029750,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',176
mp-504935,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-867107,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-644481,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-16488,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-5513,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='I-43m' number=217 point_group='-43m' symprec=0.1 version='1.16.2',217
mp-8280,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-1029262,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmc2_1' number=36 point_group='mm2' symprec=0.1 version='1.16.2',36
mp-1200,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',191
mp-756635,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-10886,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-11694,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Fmmm' number=69 point_group='mmm' symprec=0.1 version='1.16.2',69
mp-20862,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnnm' number=58 point_group='mmm' symprec=0.1 version='1.16.2',58
mp-756849,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-5924,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='1.16.2',148
mp-1011377,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Ibam' number=72 point_group='mmm' symprec=0.1 version='1.16.2',72
mp-561877,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-2123,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-8603,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-1114,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-2512,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-865807,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-2225,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-759421,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R3m' number=160 point_group='3m' symprec=0.1 version='1.16.2',160
mp-13174,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-769096,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-8621,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Immm' number=71 point_group='mmm' symprec=0.1 version='1.16.2',71
mp-568002,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mcm' number=193 point_group='6/mmm' symprec=0.1 version='1.16.2',193
mp-27455,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-24719,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-23406,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-28711,crystal_system=<CrystalSystem.tri: 'Triclinic'> symbol='P-1' number=2 point_group='-1' symprec=0.1 version='1.16.2',2
mp-757,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-7595,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='P2_12_12_1' number=19 point_group='222' symprec=0.1 version='1.16.2',19
mp-7482,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-1017,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_322' number=182 point_group='622' symprec=0.1 version='1.16.2',182
mp-29638,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='P2_13' number=198 point_group='23' symprec=0.1 version='1.16.2',198
mp-7475,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-11360,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-22493,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-864601,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1128,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-23034,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/a' number=88 point_group='4/m' symprec=0.1 version='1.16.2',88
mp-11482,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-48,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-18852,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',227
mp-8537,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_12_12' number=92 point_group='422' symprec=0.1 version='1.16.2',92
mp-568560,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-685156,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='Pc' number=7 point_group='m' symprec=0.1 version='1.16.2',7
mp-1221,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3n' number=223 point_group='m-3m' symprec=0.1 version='1.16.2',223
mp-866169,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-578611,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-1985,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/m' number=176 point_group='6/m' symprec=0.1 version='1.16.2',176
mp-28825,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-754588,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/a' number=88 point_group='4/m' symprec=0.1 version='1.16.2',88
mp-20191,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P-4c2' number=116 point_group='-42m' symprec=0.1 version='1.16.2',116
mp-20840,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-556041,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-23702,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-4' number=82 point_group='-4' symprec=0.1 version='1.16.2',82
mp-1477,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-759764,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmc2_1' number=26 point_group='mm2' symprec=0.1 version='1.16.2',26
mp-571263,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',191
mp-3441,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
